time,event,mid,state,action,kind,duration,h,dh,eta,slack_pressure,im_count,im_damage,p_fail,expected_fail_cost,downtime_cost,delta_t_since_last_maint,lambda_hat,ddt_hat,goal,rule,dispatched,op,job_due,overdue
521.0616444058816,scheduling,,"[6.0,3.0,3.0,3.0,0.014999999664723873,1.8525561094284058,53.339561462402344,29.642148971557617,0.0,0.125,0.0,0.0]",,,,,,,,,,,,,,0.015,1.8525560625706023,0,5,True,"{""mid"":3,""t0"":521.0616444058816,""t1"":566.4600274403743,""jid"":8,""oid"":0}",653.5802007003103,False
523.0923039598183,scheduling,,"[5.0,4.0,4.0,4.0,0.019999999552965164,1.5860832929611206,46.38640213012695,27.48868179321289,0.0,0.25,0.0,0.0]",,,,,,,,,,,,,,0.02,1.5860832795655289,0,2,True,"{""mid"":2,""t0"":523.0923039598183,""t1"":565.2741727045418,""jid"":6,""oid"":4}",658.299181260534,False
523.3679273719092,scheduling,,"[5.0,4.0,4.0,4.0,0.019999999552965164,1.5766589641571045,46.11077880859375,27.213056564331055,0.0,0.375,0.0,0.0]",,,,,,,,,,,,,,0.02,1.5766589295258198,3,2,True,"{""mid"":6,""t0"":523.3679273719092,""t1"":570.9158398057788,""jid"":8,""oid"":0}",653.5802007003103,False
523.4491933283358,maintenance,4,"[0.8411967754364014,-0.04432953894138336,12.208491325378418,0.0,54.18710708618164,4.0,0.019999999552965164,1.8546348810195923,0.0,0.0,0.14119678735733032,0.5411967635154724,0.0,0.0,0.0,0.0,523.44921875]",0,DN,0.0,0.8411967864322807,-0.04432953929088146,12.20849111201127,0.0,0,0.0,0.00444302075065663,0.03554416600525304,0.0,523.4491933283358,0.02,1.8546348612736918,,,,,,
523.4491933283358,scheduling,,"[5.0,4.0,4.0,4.0,0.019999999552965164,1.8546348810195923,54.18710708618164,27.131792068481445,0.0,0.375,0.0,0.0]",,,,,,,,,,,,,,0.02,1.8546348612736918,3,2,True,"{""mid"":0,""t0"":523.4491933283358,""t1"":531.7426734981797,""jid"":7,""oid"":1}",685.2121063052441,False
531.7426734981797,maintenance,0,"[0.8931856155395508,-0.015629375353455544,37.953250885009766,0.0,52.829803466796875,4.0,0.019999999552965164,1.9009108543395996,0.0,0.0,0.19318562746047974,0.5931856036186218,0.0,0.0,0.0,0.0,531.74267578125]",0,DN,0.0,0.8931856211609555,-0.015629375781752275,37.953250945153925,0.0,0,0.0,0.002646529158368334,0.021172233266946672,0.0,531.7426734981797,0.02,1.9009108716524776,,,,,,
565.2741727045418,maintenance,2,"[0.7340874075889587,-0.09150911867618561,4.743651866912842,0.0,20.24509620666504,5.0,0.02500000037252903,0.7064421772956848,0.0,0.0,0.034087419509887695,0.4340874254703522,0.0,0.0,0.0,0.0,565.274169921875]",0,DN,0.0,0.7340874206798609,-0.09150912205672623,4.743651899651834,0.0,0,0.0,0.012857663735875957,0.10286130988700766,0.0,565.2741727045418,0.025,0.7064421994608461,,,,,,
566.4600274403743,maintenance,3,"[0.7780465483665466,-0.08352837711572647,5.723164081573486,0.0,30.677528381347656,5.0,0.02500000037252903,1.0368283987045288,0.0,0.0,0.07804657518863678,0.47804656624794006,0.0,0.0,0.0,0.0,566.4600219726562]",0,DN,0.0,0.7780465740696351,-0.08352837440462357,5.723163864699534,0.0,0,0.0,0.00832224846542517,0.06657798772340136,0.0,566.4600274403743,0.025,1.0368284044128249,,,,,,
566.4600274403743,scheduling,,"[7.0,4.0,4.0,5.0,0.02500000037252903,1.0368283987045288,30.677528381347656,0.4230291545391083,0.0,0.125,0.25,0.0]",,,,,,,,,,,,,,0.025,1.0368284044128249,2,5,True,"{""mid"":3,""t0"":566.4600274403743,""t1"":602.5407583429156,""jid"":9,""oid"":0}",617.9490155373802,False
570.9158398057788,maintenance,6,"[0.911146879196167,-0.0888531431555748,6.878168106079102,0.0,33.653934478759766,5.0,0.02500000037252903,1.066923975944519,0.0,0.0,0.21114686131477356,0.611146867275238,0.0,1.0,0.0,0.0,47.54791259765625]",0,DN,0.0,0.9111468573704151,-0.08885314262958488,6.878168169224948,0.0,0,0.0,0.00221238665603942,0.01769909324831536,0.0,47.547912433869556,0.025,1.066923954632336,,,,,,
570.9158398057788,scheduling,,"[7.0,4.0,4.0,5.0,0.02500000037252903,1.066923975944519,33.653934478759766,2.9771554470062256,0.0,0.125,0.25,0.0]",,,,,,,,,,,,,,0.025,1.066923954632336,3,2,True,"{""mid"":1,""t0"":570.9158398057788,""t1"":597.0390285053304,""jid"":8,""oid"":2}",653.5802007003103,False
594.3320946099078,scheduling,,"[6.0,5.0,5.0,6.0,0.029999999329447746,0.5118138194084167,15.999456405639648,-14.045169830322266,0.0,0.25,0.20000000298023224,0.0]",,,,,,,,,,,,,,0.03,0.5118138421305168,1,1,True,"{""mid"":5,""t0"":594.3320946099078,""t1"":627.9344566797967,""jid"":8,""oid"":2}",653.5802007003103,False
