time,event,mid,state,action,kind,duration,h,dh,eta,slack_pressure,im_count,im_damage,risk_h,risk_trend,im_longterm_penalty,opportunity_cost,p_fail,expected_fail_cost,downtime_cost,delta_t_since_last_maint,lambda_hat,ddt_hat,goal,rule,dispatched,op,job_due,overdue
154.17399342742243,scheduling,,"[6.0,2.0,2.0,3.0,0.014999999664723873,-3.6080217361450195,-97.72879791259766,-106.90764617919922,0.8423520922660828,0.25,1.0,1.0]",,,,,,,,,,,,,,,,,,0.015,-3.608021684759373,0,2,True,"{""mid"":1,""t0"":154.17399342742243,""t1"":201.02748896140477,""jid"":2,""oid"":0}",169.76501169520026,True
173.70499822209771,scheduling,,"[5.0,3.0,3.0,4.0,0.019999999552965164,-3.442779779434204,-93.25297546386719,-124.14393615722656,0.8313263058662415,0.375,1.0,1.0]",,,,,,,,,,,,,,,,,,0.02,-3.4427798464782446,0,0,True,"{""mid"":0,""t0"":173.70499822209771,""t1"":215.39525566257936,""jid"":1,""oid"":1}",174.01378838968316,True
174.30586067025123,scheduling,,"[4.0,4.0,4.0,5.0,0.02500000037252903,-2.862360954284668,-77.53143310546875,-122.45008850097656,0.7784752249717712,0.5,1.0,1.0]",,,,,,,,,,,,,,,,,,0.025,-2.8623608698538177,2,2,True,"{""mid"":6,""t0"":174.30586067025123,""t1"":211.12388562780583,""jid"":1,""oid"":1}",174.01378838968316,True
178.26975647859678,maintenance,4,"[0.8438961505889893,-0.10861219465732574,5.007689476013184,0.7644362449645996,-71.68179321289062,5.0,0.02500000037252903,-2.5130889415740967,1.0,0.0,0.8438961505889893,0.009999999776482582,0.14389614760875702,0.5438961386680603,0.0,0.0,0.0,0.0,178.26976013183594]",0,DN,0.0,0.8438961405901949,-0.10861219604656258,5.007689379165338,0.764436251698721,0,0.0,0.0011146006390760702,0.08861219604656258,0.0,0.0,0.004325203920006552,0.03460163136005242,0.0,178.26975647859678,0.025,-2.513088977751143,,,,,,
178.26975647859678,scheduling,,"[4.0,4.0,4.0,5.0,0.02500000037252903,-2.5130889415740967,-71.68179321289062,-105.45890045166016,0.7691731452941895,0.5,1.0,1.0]",,,,,,,,,,,,,,,,,,0.025,-2.513088977751143,2,2,True,"{""mid"":2,""t0"":178.26975647859678,""t1"":227.13699555365721,""jid"":1,""oid"":2}",174.01378838968316,True
185.10539430244984,maintenance,5,"[0.9044678211212158,0.0,100.0,0.7708009481430054,-69.44206237792969,5.0,0.02500000037252903,-2.322852849960327,1.0,0.0,0.9044678211212158,0.009999999776482582,0.2044677883386612,0.6044678092002869,0.0,0.0,0.0,0.0,185.1053924560547]",0,DN,0.0,0.9044677956772035,0.0,100.0,0.7708009526036419,0,0.0,0.0005229059644562494,0.0,0.0,0.0,0.0023648383843438863,0.01891870707475109,0.0,185.10539430244984,0.025,-2.3228529675101575,,,,,,
185.10539430244984,scheduling,,"[4.0,4.0,4.0,5.0,0.02500000037252903,-2.322852849960327,-69.44206237792969,-101.40409088134766,0.7752634286880493,0.5,1.0,1.0]",,,,,,,,,,,,,,,,,,0.025,-2.3228529675101575,2,2,True,"{""mid"":3,""t0"":185.10539430244984,""t1"":202.48565037847936,""jid"":1,""oid"":3}",174.01378838968316,True
201.02748896140477,maintenance,1,"[0.8809277415275574,-0.05542834848165512,10.480696678161621,0.8031267523765564,-73.6507797241211,5.0,0.02500000037252903,-2.3005120754241943,1.0,0.0,0.8809277415275574,0.009999999776482582,0.18092770874500275,0.5809277296066284,0.0,0.0,0.0,0.0,201.02749633789062]",0,DN,0.0,0.8809277147926745,-0.05542834820533704,10.480696856428038,0.8031267392179602,0,0.0,0.000701740187639914,0.03542834820533704,0.0,0.0,0.002990626877092109,0.023925015016736873,0.0,201.02748896140477,0.025,-2.300512022852562,,,,,,
201.02748896140477,scheduling,,"[4.0,4.0,4.0,5.0,0.02500000037252903,-2.3005120754241943,-73.6507797241211,-84.52873992919922,0.8061299920082092,0.5,1.0,1.0]",,,,,,,,,,,,,,,,,,0.025,-2.300512022852562,0,2,True,"{""mid"":1,""t0"":201.02748896140477,""t1"":237.26598510757503,""jid"":1,""oid"":3}",174.01378838968316,True
202.48565037847936,maintenance,3,"[0.867176353931427,-0.06075244024395943,9.335862159729004,0.782865583896637,-66.58891296386719,5.0,0.02500000037252903,-2.1912267208099365,1.0,0.0,0.867176353931427,0.009999999776482582,0.16717638075351715,0.5671764016151428,0.0,0.0,0.0,0.0,202.48565673828125]",0,DN,0.0,0.8671763752810024,-0.060752439012417336,9.335861810668636,0.7828656027681185,0,0.0,0.0008332962239254485,0.04075243901241733,0.0,0.0,0.003429984170389153,0.027439873363113224,0.0,202.48565037847936,0.025,-2.1912267482159837,,,,,,
202.48565037847936,scheduling,,"[4.0,4.0,4.0,5.0,0.02500000037252903,-2.1912267208099365,-66.58891296386719,-83.6053695678711,0.7867958545684814,0.5,1.0,1.0]",,,,,,,,,,,,,,,,,,0.025,-2.1912267482159837,0,2,True,"{""mid"":7,""t0"":202.48565037847936,""t1"":241.72890251773845,""jid"":4,""oid"":0}",202.87009301855622,True
203.40055684683404,scheduling,,"[3.0,5.0,5.0,6.0,0.029999999329447746,-2.105841875076294,-63.994163513183594,-83.15093231201172,0.7815676331520081,0.625,1.0,1.0]",,,,,,,,,,,,,,,,,,0.03,-2.1058419055670075,2,2,True,"{""mid"":5,""t0"":203.40055684683404,""t1"":241.72472166147602,""jid"":5,""oid"":0}",253.3560993175987,False
211.12388562780583,maintenance,6,"[0.8590332865715027,0.0,100.0,0.8407610058784485,-75.51773834228516,6.0,0.029999999329447746,-2.433560609817505,1.0,0.0,0.8590332865715027,0.009999999776482582,0.15903326869010925,0.5590332746505737,0.0,0.0,0.0,0.0,211.12388610839844]",0,DN,0.0,0.8590332710914026,0.0,100.0,0.8407609799142801,0,0.0,0.0009225424237369598,0.0,0.0,0.0,0.0037198960931843633,0.029759168745474907,0.0,211.12388562780583,0.03,-2.4335606208166105,,,,,,
213.73184732367415,scheduling,,"[3.0,5.0,5.0,7.0,0.03500000014901161,-2.24698543548584,-69.72798156738281,-93.48222351074219,0.8190356492996216,0.625,1.0,1.0]",,,,,,,,,,,,,,,,,,0.035,-2.2469854826452567,2,2,True,"{""mid"":3,""t0"":213.73184732367415,""t1"":261.2854672985954,""jid"":6,""oid"":0}",249.8689394833363,True
215.39525566257936,maintenance,0,"[0.8718530535697937,-0.1076369658112526,5.3127946853637695,0.831975519657135,-71.39138793945312,7.0,0.03500000014901161,-2.230929136276245,1.0,0.0,0.8718530535697937,0.009999999776482582,0.17185306549072266,0.5718531012535095,0.0,0.0,0.0,0.0,215.39524841308594]",0,DN,0.0,0.8718530724886466,-0.10763696240937781,5.312794598510745,0.8319755116053592,0,0.0,0.0007859979051029855,0.08763696240937781,0.0,0.0,0.0032737804012021314,0.02619024320961705,0.0,215.39525566257936,0.035,-2.2309292327638537,,,,,,
215.39525566257936,scheduling,,"[3.0,5.0,5.0,7.0,0.03500000014901161,-2.230929136276245,-71.39138793945312,-95.1456298828125,0.8321667909622192,0.625,1.0,1.0]",,,,,,,,,,,,,,,,,,0.035,-2.2309292327638537,2,2,True,"{""mid"":0,""t0"":215.39525566257936,""t1"":249.1622761528679,""jid"":2,""oid"":1}",169.76501169520026,True
